Time_Point,Signal 1,Signal 2,Signal 3,Signal 4,Signal 5,Signal 6,Signal 7,Signal 8
362,28.15,28.2,3.21,0.02,0.9692,-0.0308,0.03777,0.0051
363,28.2,28.1,3.26,0.02,0.971,-0.029,0.035826,0.0049
364,28.1,28.15,3.16,0.02,0.9672,-0.0328,0.039793,0.0054
365,28.25,28.3,3.31,0.02,0.9728,-0.0272,0.03396,0.0046
366,28.3,28.3,3.36,0.02,0.9744,-0.0256,0.032171,0.0044
367,28.2,28.4,3.26,0.02,0.971,-0.029,0.035826,0.0049
368,28.1,28.05,3.16,0.02,0.9672,-0.0328,0.039793,0.0054
369,28.25,28.3,3.31,0.02,0.9728,-0.0272,0.03396,0.0046
370,28.2,28.25,3.26,0.02,0.971,-0.029,0.035826,0.0049
371,27.95,28,3.02,0.03,0.9608,-0.0392,0.046357,0.0062
372,28,28.05,3.06,0.03,0.9631,-0.0369,0.044086,0.0059
373,28,28.05,3.06,0.03,0.9631,-0.0369,0.044086,0.0059
374,27.95,28,3.02,0.03,0.9608,-0.0392,0.046357,0.0062
375,28.05,28.1,3.11,0.03,0.9652,-0.0348,0.041898,0.0056
376,28.05,28.1,3.11,0.03,0.9652,-0.0348,0.041898,0.0056
377,28.05,28.1,3.11,0.03,0.9652,-0.0348,0.041898,0.0056
378,28.1,28.15,3.16,0.02,0.9672,-0.0328,0.039793,0.0054
379,28.1,28.15,3.16,0.02,0.9672,-0.0328,0.039793,0.0054
380,28.15,28.2,3.21,0.02,0.9692,-0.0308,0.03777,0.0051
381,28.1,28.15,3.16,0.02,0.9672,-0.0328,0.039793,0.0054
382,28.1,28.3,3.16,0.02,0.9672,-0.0328,0.039793,0.0054
383,28.1,28.15,3.16,0.02,0.9672,-0.0328,0.039793,0.0054
384,28.2,28.25,3.26,0.02,0.971,-0.029,0.035826,0.0049
385,28.2,28.25,3.26,0.02,0.971,-0.029,0.035826,0.0049
386,28.15,28.2,3.21,0.02,0.9692,-0.0308,0.03777,0.0051
387,28.15,28.2,3.21,0.02,0.9692,-0.0308,0.03777,0.0051
388,28.25,28.45,3.31,0.02,0.9728,-0.0272,0.03396,0.0046
389,28.35,28.45,3.4,0.02,0.976,-0.024,0.030458,0.0042
390,28.55,28.6,3.6,0.01,0.9814,-0.0186,0.024315,0.0034
391,28.55,28.7,3.6,0.01,0.9814,-0.0186,0.024315,0.0034
392,28.4,28.45,3.45,0.02,0.9775,-0.0225,0.028817,0.004
393,28.45,28.5,3.5,0.01,0.9789,-0.0211,0.027247,0.0038
394,28.5,28.55,3.55,0.01,0.9802,-0.0198,0.025747,0.0036
395,28.55,28.6,3.6,0.01,0.9814,-0.0186,0.024315,0.0034
396,28.55,28.6,3.6,0.01,0.9814,-0.0186,0.024315,0.0034
397,28.55,28.55,3.6,0.01,0.9814,-0.0186,0.024315,0.0034
398,28.55,28.6,3.6,0.01,0.9814,-0.0186,0.024315,0.0034
399,28.55,28.6,3.6,0.01,0.9814,-0.0186,0.024315,0.0034
400,28.75,28.8,3.8,0.01,0.9858,-0.0142,0.019221,0.0027
401,28.7,28.65,3.75,0.01,0.9848,-0.0152,0.020403,0.0029
402,28.8,28.85,3.85,0.01,0.9867,-0.0133,0.018096,0.0026
403,28.7,28.75,3.75,0.01,0.9848,-0.0152,0.020403,0.0029
404,28.75,28.8,3.8,0.01,0.9858,-0.0142,0.019221,0.0027
405,28.95,29,3.99,0.01,0.9892,-0.0108,0.015048,0.0022
406,28.9,28.95,3.94,0.01,0.9884,-0.0116,0.016012,0.0023
407,28.85,28.9,3.9,0.01,0.9876,-0.0124,0.017027,0.0024
408,28.85,28.9,3.9,0.01,0.9876,-0.0124,0.017027,0.0024
409,28.8,28.85,3.85,0.01,0.9867,-0.0133,0.018096,0.0026
410,28.85,28.9,3.9,0.01,0.9876,-0.0124,0.017027,0.0024
411,28.9,28.95,3.94,0.01,0.9884,-0.0116,0.016012,0.0023
412,29,29.05,4.04,0.01,0.9899,-0.0101,0.014134,0.002
413,28.95,29,3.99,0.01,0.9892,-0.0108,0.015048,0.0022
414,28.85,28.9,3.9,0.01,0.9876,-0.0124,0.017027,0.0024
415,28.75,28.8,3.8,0.01,0.9858,-0.0142,0.019221,0.0027
416,28.75,28.8,3.8,0.01,0.9858,-0.0142,0.019221,0.0027
417,28.9,28.95,3.94,0.01,0.9884,-0.0116,0.016012,0.0023
418,28.9,28.95,3.94,0.01,0.9884,-0.0116,0.016012,0.0023
419,28.8,28.85,3.85,0.01,0.9867,-0.0133,0.018096,0.0026
420,28.7,28.75,3.75,0.01,0.9848,-0.0152,0.020403,0.0029
421,28.55,28.6,3.6,0.01,0.9814,-0.0186,0.024315,0.0034
422,28.65,28.7,3.7,0.01,0.9837,-0.0163,0.021645,0.003
423,28.7,28.75,3.75,0.01,0.9848,-0.0152,0.020403,0.0029
424,28.65,28.7,3.7,0.01,0.9837,-0.0163,0.021645,0.003
425,28.7,28.75,3.75,0.01,0.9848,-0.0152,0.020403,0.0029
426,28.85,28.9,3.9,0.01,0.9876,-0.0124,0.017027,0.0024
427,28.75,28.8,3.8,0.01,0.9858,-0.0142,0.019221,0.0027
428,28.85,28.9,3.9,0.01,0.9876,-0.0124,0.017027,0.0024
429,28.75,28.85,3.8,0.01,0.9858,-0.0142,0.019221,0.0027
430,28.9,28.95,3.94,0.01,0.9884,-0.0116,0.016012,0.0023
431,28.85,28.95,3.9,0.01,0.9876,-0.0124,0.017027,0.0024
432,28.7,28.75,3.75,0.01,0.9848,-0.0152,0.020403,0.0029
433,28.6,28.65,3.65,0.01,0.9826,-0.0174,0.022948,0.0032
434,28.55,28.6,3.6,0.01,0.9814,-0.0186,0.024315,0.0034
435,28.55,28.55,3.6,0.01,0.9814,-0.0186,0.024315,0.0034
436,28.3,28.45,3.36,0.02,0.9744,-0.0256,0.032171,0.0044
437,28.45,28.5,3.5,0.01,0.9789,-0.0211,0.027247,0.0038
438,28.65,28.55,3.7,0.01,0.9837,-0.0163,0.021645,0.003
439,28.6,28.65,3.65,0.01,0.9826,-0.0174,0.022948,0.0032
440,28.65,28.7,3.7,0.01,0.9837,-0.0163,0.021645,0.003
441,28.7,28.75,3.75,0.01,0.9848,-0.0152,0.020403,0.0029
442,28.8,28.85,3.85,0.01,0.9867,-0.0133,0.018096,0.0026
443,28.9,28.95,3.94,0.01,0.9884,-0.0116,0.016012,0.0023
444,28.8,28.85,3.85,0.01,0.9867,-0.0133,0.018096,0.0026
445,28.7,28.75,3.75,0.01,0.9848,-0.0152,0.020403,0.0029
446,28.75,28.8,3.8,0.01,0.9858,-0.0142,0.019221,0.0027
447,28.55,28.6,3.6,0.01,0.9814,-0.0186,0.024315,0.0034
448,28.45,28.5,3.5,0.01,0.9789,-0.0211,0.027247,0.0038
449,28.65,28.85,3.7,0.01,0.9837,-0.0163,0.021645,0.003
450,28.8,28.85,3.85,0.01,0.9867,-0.0133,0.018096,0.0026
451,28.85,28.9,3.9,0.01,0.9876,-0.0124,0.017027,0.0024
452,29,29.05,4.04,0.01,0.9899,-0.0101,0.014134,0.002
453,29,29.05,4.04,0.01,0.9899,-0.0101,0.014134,0.002
454,28.85,28.9,3.9,0.01,0.9876,-0.0124,0.017027,0.0024
455,29,29.05,4.04,0.01,0.9899,-0.0101,0.014134,0.002
456,28.95,29,3.99,0.01,0.9892,-0.0108,0.015048,0.0022
457,28.75,28.9,3.8,0.01,0.9858,-0.0142,0.019221,0.0027
458,28.65,28.7,3.7,0.01,0.9837,-0.0163,0.021645,0.003
459,28.6,28.6,3.65,0.01,0.9826,-0.0174,0.022948,0.0032
460,28.7,28.75,3.75,0.01,0.9848,-0.0152,0.020403,0.0029
461,28.75,28.8,3.8,0.01,0.9858,-0.0142,0.019221,0.0027
462,28.65,28.85,3.7,0.01,0.9837,-0.0163,0.021645,0.003
463,28.6,28.65,3.65,0.01,0.9826,-0.0174,0.022948,0.0032
464,28.8,28.85,3.85,0.01,0.9867,-0.0133,0.018096,0.0026
465,28.75,28.8,3.8,0.01,0.9858,-0.0142,0.019221,0.0027
466,28.9,28.95,3.94,0.01,0.9884,-0.0116,0.016012,0.0023
467,28.95,29,3.99,0.01,0.9892,-0.0108,0.015048,0.0022
468,29,29.05,4.04,0.01,0.9899,-0.0101,0.014134,0.002
469,29.25,29.3,4.29,0,0.993,-0.007,0.010243,0.0015
470,29.2,29.25,4.24,0,0.9924,-0.0076,0.010937,0.0016
471,29.2,29.25,4.24,0,0.9924,-0.0076,0.010937,0.0016
472,29.25,29.3,4.29,0,0.993,-0.007,0.010243,0.0015
473,29.4,29.35,4.44,0,0.9943,-0.0057,0.008385,0.0012
474,29.15,29.2,4.19,0.01,0.9919,-0.0081,0.011671,0.0017
475,29.05,29.1,4.09,0.01,0.9906,-0.0094,0.013268,0.0019
476,28.95,29,3.99,0.01,0.9892,-0.0108,0.015048,0.0022
477,28.95,29,3.99,0.01,0.9892,-0.0108,0.015048,0.0022
478,29,29.05,4.04,0.01,0.9899,-0.0101,0.014134,0.002
479,28.9,28.95,3.94,0.01,0.9884,-0.0116,0.016012,0.0023
480,29,29.05,4.04,0.01,0.9899,-0.0101,0.014134,0.002
481,28.8,28.85,3.85,0.01,0.9867,-0.0133,0.018096,0.0026
482,28.85,28.9,3.9,0.01,0.9876,-0.0124,0.017027,0.0024
483,28.8,28.7,3.85,0.01,0.9867,-0.0133,0.018096,0.0026
484,28.75,28.8,3.8,0.01,0.9858,-0.0142,0.019221,0.0027
485,28.8,28.9,3.85,0.01,0.9867,-0.0133,0.018096,0.0026
486,28.65,28.7,3.7,0.01,0.9837,-0.0163,0.021645,0.003
487,28.65,28.7,3.7,0.01,0.9837,-0.0163,0.021645,0.003
488,28.55,28.6,3.6,0.01,0.9814,-0.0186,0.024315,0.0034
489,28.6,28.65,3.65,0.01,0.9826,-0.0174,0.022948,0.0032
490,28.6,28.65,3.65,0.01,0.9826,-0.0174,0.022948,0.0032
491,28.55,28.6,3.6,0.01,0.9814,-0.0186,0.024315,0.0034
492,28.6,28.8,3.65,0.01,0.9826,-0.0174,0.022948,0.0032
493,28.8,28.95,3.85,0.01,0.9867,-0.0133,0.018096,0.0026
494,28.75,28.8,3.8,0.01,0.9858,-0.0142,0.019221,0.0027
495,28.8,28.85,3.85,0.01,0.9867,-0.0133,0.018096,0.0026
496,28.8,28.85,3.85,0.01,0.9867,-0.0133,0.018096,0.0026
497,28.9,28.95,3.94,0.01,0.9884,-0.0116,0.016012,0.0023
498,29.05,29.1,4.09,0.01,0.9906,-0.0094,0.013268,0.0019
499,28.9,29.1,3.94,0.01,0.9884,-0.0116,0.016012,0.0023
500,29.05,29.1,4.09,0.01,0.9906,-0.0094,0.013268,0.0019
501,28.85,28.9,3.9,0.01,0.9876,-0.0124,0.017027,0.0024
502,28.85,28.9,3.9,0.01,0.9876,-0.0124,0.017027,0.0024
503,28.75,28.8,3.8,0.01,0.9858,-0.0142,0.019221,0.0027
504,28.5,28.55,3.55,0.01,0.9802,-0.0198,0.025747,0.0036
505,28.45,28.5,3.5,0.01,0.9789,-0.0211,0.027247,0.0038
506,28.5,28.65,3.55,0.01,0.9802,-0.0198,0.025747,0.0036
507,28.35,28.4,3.4,0.02,0.976,-0.024,0.030458,0.0042
508,28.55,28.6,3.6,0.01,0.9814,-0.0186,0.024315,0.0034
509,28.6,28.65,3.65,0.01,0.9826,-0.0174,0.022948,0.0032
510,28.55,28.6,3.6,0.01,0.9814,-0.0186,0.024315,0.0034
511,28.65,28.7,3.7,0.01,0.9837,-0.0163,0.021645,0.003
512,28.75,28.8,3.8,0.01,0.9858,-0.0142,0.019221,0.0027
513,28.85,28.9,3.9,0.01,0.9876,-0.0124,0.017027,0.0024
514,28.9,28.95,3.94,0.01,0.9884,-0.0116,0.016012,0.0023
515,29.05,29.1,4.09,0.01,0.9906,-0.0094,0.013268,0.0019
516,28.9,29,3.94,0.01,0.9884,-0.0116,0.016012,0.0023
517,29,29.05,4.04,0.01,0.9899,-0.0101,0.014134,0.002
518,29,29.05,4.04,0.01,0.9899,-0.0101,0.014134,0.002
519,28.95,29,3.99,0.01,0.9892,-0.0108,0.015048,0.0022
520,29.1,29.15,4.14,0.01,0.9913,-0.0087,0.012448,0.0018
521,29.1,29.15,4.14,0.01,0.9913,-0.0087,0.012448,0.0018
522,29.15,29.2,4.19,0.01,0.9919,-0.0081,0.011671,0.0017
523,29,29.15,4.04,0.01,0.9899,-0.0101,0.014134,0.002
524,29.2,29.25,4.24,0,0.9924,-0.0076,0.010937,0.0016
525,29.05,29.1,4.09,0.01,0.9906,-0.0094,0.013268,0.0019
526,29,29.05,4.04,0.01,0.9899,-0.0101,0.014134,0.002
527,28.8,28.85,3.85,0.01,0.9867,-0.0133,0.018096,0.0026
528,28.9,28.95,3.94,0.01,0.9884,-0.0116,0.016012,0.0023
529,28.9,28.95,3.94,0.01,0.9884,-0.0116,0.016012,0.0023
530,29.05,29.1,4.09,0.01,0.9906,-0.0094,0.013268,0.0019
531,29.05,29.1,4.09,0.01,0.9906,-0.0094,0.013268,0.0019
532,28.95,28.85,3.99,0.01,0.9892,-0.0108,0.015048,0.0022
533,29,29.05,4.04,0.01,0.9899,-0.0101,0.014134,0.002
534,29.1,29.15,4.14,0.01,0.9913,-0.0087,0.012448,0.0018
535,29.1,29.15,4.14,0.01,0.9913,-0.0087,0.012448,0.0018
536,29.2,29.15,4.24,0,0.9924,-0.0076,0.010937,0.0016
537,29.15,29.2,4.19,0.01,0.9919,-0.0081,0.011671,0.0017
538,29.25,29.3,4.29,0,0.993,-0.007,0.010243,0.0015
539,29.35,29.4,4.39,0,0.9939,-0.0061,0.008969,0.0013
540,29.25,29.3,4.29,0,0.993,-0.007,0.010243,0.0015
541,29.3,29.25,4.34,0,0.9934,-0.0066,0.009587,0.0014
542,29.3,29.35,4.34,0,0.9934,-0.0066,0.009587,0.0014
543,29.25,29.3,4.29,0,0.993,-0.007,0.010243,0.0015
544,29.2,29.25,4.24,0,0.9924,-0.0076,0.010937,0.0016
545,29.25,29.3,4.29,0,0.993,-0.007,0.010243,0.0015
546,29.25,29.3,4.29,0,0.993,-0.007,0.010243,0.0015
547,29.25,29.3,4.29,0,0.993,-0.007,0.010243,0.0015
548,29.3,29.35,4.34,0,0.9934,-0.0066,0.009587,0.0014
549,29.25,29.3,4.29,0,0.993,-0.007,0.010243,0.0015
550,29.2,29.2,4.24,0,0.9924,-0.0076,0.010937,0.0016
551,29.25,29.3,4.29,0,0.993,-0.007,0.010243,0.0015
552,29.25,29.3,4.29,0,0.993,-0.007,0.010243,0.0015
553,29.3,29.35,4.34,0,0.9934,-0.0066,0.009587,0.0014
554,29.4,29.3,4.44,0,0.9943,-0.0057,0.008385,0.0012
555,29.4,29.45,4.44,0,0.9943,-0.0057,0.008385,0.0012
556,29.3,29.35,4.34,0,0.9934,-0.0066,0.009587,0.0014
557,29.1,29.15,4.14,0.01,0.9913,-0.0087,0.012448,0.0018
558,29.35,29.35,4.39,0,0.9939,-0.0061,0.008969,0.0013
559,29.3,29.35,4.34,0,0.9934,-0.0066,0.009587,0.0014
560,29.25,29.15,4.29,0,0.993,-0.007,0.010243,0.0015
561,29.1,29.15,4.14,0.01,0.9913,-0.0087,0.012448,0.0018
562,29.1,29.3,4.14,0.01,0.9913,-0.0087,0.012448,0.0018
563,29,29.05,4.04,0.01,0.9899,-0.0101,0.014134,0.002
564,29,29,4.04,0.01,0.9899,-0.0101,0.014134,0.002
565,29.2,29.25,4.24,0,0.9924,-0.0076,0.010937,0.0016
566,29.15,29.2,4.19,0.01,0.9919,-0.0081,0.011671,0.0017
567,29.15,29.2,4.19,0.01,0.9919,-0.0081,0.011671,0.0017
568,29.2,29.25,4.24,0,0.9924,-0.0076,0.010937,0.0016
569,29.15,29.35,4.19,0.01,0.9919,-0.0081,0.011671,0.0017
570,29.15,29.2,4.19,0.01,0.9919,-0.0081,0.011671,0.0017
571,29.1,29.15,4.14,0.01,0.9913,-0.0087,0.012448,0.0018
572,29.3,29.45,4.34,0,0.9934,-0.0066,0.009587,0.0014
573,29.35,29.4,4.39,0,0.9939,-0.0061,0.008969,0.0013
574,29.45,29.5,4.49,0,0.9948,-0.0052,0.007835,0.0012
575,29.25,29.15,4.29,0,0.993,-0.007,0.010243,0.0015
576,29.2,29.25,4.24,0,0.9924,-0.0076,0.010937,0.0016
577,29.35,29.45,4.39,0,0.9939,-0.0061,0.008969,0.0013
578,29.35,29.4,4.39,0,0.9939,-0.0061,0.008969,0.0013
579,29.25,29.4,4.29,0,0.993,-0.007,0.010243,0.0015
580,29.2,29.25,4.24,0,0.9924,-0.0076,0.010937,0.0016
581,29.4,29.45,4.44,0,0.9943,-0.0057,0.008385,0.0012
582,29.25,29.45,4.29,0,0.993,-0.007,0.010243,0.0015
583,29.2,29.25,4.24,0,0.9924,-0.0076,0.010937,0.0016
584,29.15,29.2,4.19,0.01,0.9919,-0.0081,0.011671,0.0017
585,29.25,29.3,4.29,0,0.993,-0.007,0.010243,0.0015
586,29.4,29.45,4.44,0,0.9943,-0.0057,0.008385,0.0012
587,29.45,29.5,4.49,0,0.9948,-0.0052,0.007835,0.0012
588,29.15,29.2,4.19,0.01,0.9919,-0.0081,0.011671,0.0017
589,29.35,29.5,4.39,0,0.9939,-0.0061,0.008969,0.0013
590,29.5,29.55,4.54,0,0.9951,-0.0049,0.007318,0.0011
591,29.4,29.45,4.44,0,0.9943,-0.0057,0.008385,0.0012
592,29.55,29.6,4.59,0,0.9955,-0.0045,0.00683,0.001
593,29.35,29.4,4.39,0,0.9939,-0.0061,0.008969,0.0013
594,29.45,29.65,4.49,0,0.9948,-0.0052,0.007835,0.0012
595,29.25,29.3,4.29,0,0.993,-0.007,0.010243,0.0015
596,29.35,29.4,4.39,0,0.9939,-0.0061,0.008969,0.0013
597,29.4,29.45,4.44,0,0.9943,-0.0057,0.008385,0.0012
598,29.35,29.4,4.39,0,0.9939,-0.0061,0.008969,0.0013
599,29.45,29.5,4.49,0,0.9948,-0.0052,0.007835,0.0012
600,29.35,29.4,4.39,0,0.9939,-0.0061,0.008969,0.0013
601,29.3,29.35,4.34,0,0.9934,-0.0066,0.009587,0.0014
602,29.3,29.35,4.34,0,0.9934,-0.0066,0.009587,0.0014
603,29.1,29.25,4.14,0.01,0.9913,-0.0087,0.012448,0.0018
604,28.95,29,3.99,0.01,0.9892,-0.0108,0.015048,0.0022
605,28.8,28.85,3.85,0.01,0.9867,-0.0133,0.018096,0.0026
606,28.9,29,3.94,0.01,0.9884,-0.0116,0.016012,0.0023
607,28.85,28.85,3.9,0.01,0.9876,-0.0124,0.017027,0.0024
608,28.8,28.85,3.85,0.01,0.9867,-0.0133,0.018096,0.0026
609,28.95,29,3.99,0.01,0.9892,-0.0108,0.015048,0.0022
610,28.8,28.85,3.85,0.01,0.9867,-0.0133,0.018096,0.0026
611,28.7,28.75,3.75,0.01,0.9848,-0.0152,0.020403,0.0029
612,28.75,28.8,3.8,0.01,0.9858,-0.0142,0.019221,0.0027
613,28.85,29,3.9,0.01,0.9876,-0.0124,0.017027,0.0024
614,28.7,28.75,3.75,0.01,0.9848,-0.0152,0.020403,0.0029
615,28.6,28.65,3.65,0.01,0.9826,-0.0174,0.022948,0.0032
616,28.65,28.7,3.7,0.01,0.9837,-0.0163,0.021645,0.003
617,28.45,28.45,3.5,0.01,0.9789,-0.0211,0.027247,0.0038
618,28.35,28.25,3.4,0.02,0.976,-0.024,0.030458,0.0042
619,28.35,28.4,3.4,0.02,0.976,-0.024,0.030458,0.0042
620,28.4,28.45,3.45,0.02,0.9775,-0.0225,0.028817,0.004
621,28.45,28.5,3.5,0.01,0.9789,-0.0211,0.027247,0.0038
622,28.4,28.55,3.45,0.02,0.9775,-0.0225,0.028817,0.004
623,28.55,28.6,3.6,0.01,0.9814,-0.0186,0.024315,0.0034
624,28.5,28.55,3.55,0.01,0.9802,-0.0198,0.025747,0.0036
625,28.45,28.5,3.5,0.01,0.9789,-0.0211,0.027247,0.0038
626,28.4,28.45,3.45,0.02,0.9775,-0.0225,0.028817,0.004
627,28.45,28.5,3.5,0.01,0.9789,-0.0211,0.027247,0.0038
628,28.35,28.4,3.4,0.02,0.976,-0.024,0.030458,0.0042
629,28.35,28.55,3.4,0.02,0.976,-0.024,0.030458,0.0042
630,28.3,28.35,3.36,0.02,0.9744,-0.0256,0.032171,0.0044
631,28.35,28.4,3.4,0.02,0.976,-0.024,0.030458,0.0042
632,28.55,28.6,3.6,0.01,0.9814,-0.0186,0.024315,0.0034
633,28.8,28.85,3.85,0.01,0.9867,-0.0133,0.018096,0.0026
634,28.75,28.8,3.8,0.01,0.9858,-0.0142,0.019221,0.0027
635,28.7,28.65,3.75,0.01,0.9848,-0.0152,0.020403,0.0029
636,28.6,28.65,3.65,0.01,0.9826,-0.0174,0.022948,0.0032
637,28.55,28.6,3.6,0.01,0.9814,-0.0186,0.024315,0.0034
638,28.6,28.65,3.65,0.01,0.9826,-0.0174,0.022948,0.0032
639,28.6,28.65,3.65,0.01,0.9826,-0.0174,0.022948,0.0032
640,28.65,28.7,3.7,0.01,0.9837,-0.0163,0.021645,0.003
641,28.65,28.8,3.7,0.01,0.9837,-0.0163,0.021645,0.003
642,28.55,28.6,3.6,0.01,0.9814,-0.0186,0.024315,0.0034
643,28.55,28.6,3.6,0.01,0.9814,-0.0186,0.024315,0.0034
644,28.45,28.5,3.5,0.01,0.9789,-0.0211,0.027247,0.0038
645,28.4,28.45,3.45,0.02,0.9775,-0.0225,0.028817,0.004
646,28.45,28.5,3.5,0.01,0.9789,-0.0211,0.027247,0.0038
647,28.4,28.45,3.45,0.02,0.9775,-0.0225,0.028817,0.004
648,28.55,28.7,3.6,0.01,0.9814,-0.0186,0.024315,0.0034
649,28.5,28.55,3.55,0.01,0.9802,-0.0198,0.025747,0.0036
650,28.7,28.75,3.75,0.01,0.9848,-0.0152,0.020403,0.0029
651,28.8,28.85,3.85,0.01,0.9867,-0.0133,0.018096,0.0026
652,28.8,28.85,3.85,0.01,0.9867,-0.0133,0.018096,0.0026
653,28.7,28.75,3.75,0.01,0.9848,-0.0152,0.020403,0.0029
654,28.75,28.8,3.8,0.01,0.9858,-0.0142,0.019221,0.0027
655,28.85,28.9,3.9,0.01,0.9876,-0.0124,0.017027,0.0024
656,28.85,28.9,3.9,0.01,0.9876,-0.0124,0.017027,0.0024
657,29,29.05,4.04,0.01,0.9899,-0.0101,0.014134,0.002
658,29,29.05,4.04,0.01,0.9899,-0.0101,0.014134,0.002
659,28.95,29,3.99,0.01,0.9892,-0.0108,0.015048,0.0022
660,28.9,28.95,3.94,0.01,0.9884,-0.0116,0.016012,0.0023
661,28.7,28.75,3.75,0.01,0.9848,-0.0152,0.020403,0.0029
662,28.6,28.65,3.65,0.01,0.9826,-0.0174,0.022948,0.0032
663,28.6,28.65,3.65,0.01,0.9826,-0.0174,0.022948,0.0032
664,28.5,28.55,3.55,0.01,0.9802,-0.0198,0.025747,0.0036
665,28.6,28.65,3.65,0.01,0.9826,-0.0174,0.022948,0.0032
666,28.6,28.65,3.65,0.01,0.9826,-0.0174,0.022948,0.0032
667,28.7,28.75,3.75,0.01,0.9848,-0.0152,0.020403,0.0029
668,28.75,28.8,3.8,0.01,0.9858,-0.0142,0.019221,0.0027
669,28.75,28.8,3.8,0.01,0.9858,-0.0142,0.019221,0.0027
670,28.8,28.85,3.85,0.01,0.9867,-0.0133,0.018096,0.0026
671,28.8,28.85,3.85,0.01,0.9867,-0.0133,0.018096,0.0026
672,28.95,29,3.99,0.01,0.9892,-0.0108,0.015048,0.0022
673,28.9,28.95,3.94,0.01,0.9884,-0.0116,0.016012,0.0023
674,28.95,29,3.99,0.01,0.9892,-0.0108,0.015048,0.0022
675,29.05,29.1,4.09,0.01,0.9906,-0.0094,0.013268,0.0019
676,29.1,29.1,4.14,0.01,0.9913,-0.0087,0.012448,0.0018
677,29.3,29.35,4.34,0,0.9934,-0.0066,0.009587,0.0014
678,29.35,29.45,4.39,0,0.9939,-0.0061,0.008969,0.0013
679,29.3,29.35,4.34,0,0.9934,-0.0066,0.009587,0.0014
680,29.4,29.45,4.44,0,0.9943,-0.0057,0.008385,0.0012
681,29.4,29.45,4.44,0,0.9943,-0.0057,0.008385,0.0012
682,29.4,29.55,4.44,0,0.9943,-0.0057,0.008385,0.0012
683,29.45,29.5,4.49,0,0.9948,-0.0052,0.007835,0.0012
684,29.35,29.4,4.39,0,0.9939,-0.0061,0.008969,0.0013
685,29.25,29.3,4.29,0,0.993,-0.007,0.010243,0.0015
686,29.25,29.3,4.29,0,0.993,-0.007,0.010243,0.0015
687,29.35,29.4,4.39,0,0.9939,-0.0061,0.008969,0.0013
688,29.25,29.3,4.29,0,0.993,-0.007,0.010243,0.0015
689,29.45,29.4,4.49,0,0.9948,-0.0052,0.007835,0.0012
690,29.25,29.45,4.29,0,0.993,-0.007,0.010243,0.0015
691,29.3,29.35,4.34,0,0.9934,-0.0066,0.009587,0.0014
692,29.3,29.35,4.34,0,0.9934,-0.0066,0.009587,0.0014
693,29.35,29.4,4.39,0,0.9939,-0.0061,0.008969,0.0013
694,29.45,29.5,4.49,0,0.9948,-0.0052,0.007835,0.0012
695,29.4,29.45,4.44,0,0.9943,-0.0057,0.008385,0.0012
696,29.55,29.6,4.59,0,0.9955,-0.0045,0.00683,0.001
697,29.5,29.55,4.54,0,0.9951,-0.0049,0.007318,0.0011
698,29.35,29.4,4.39,0,0.9939,-0.0061,0.008969,0.0013
699,29.4,29.45,4.44,0,0.9943,-0.0057,0.008385,0.0012
700,29.3,29.35,4.34,0,0.9934,-0.0066,0.009587,0.0014
701,29.25,29.3,4.29,0,0.993,-0.007,0.010243,0.0015
702,29.2,29.25,4.24,0,0.9924,-0.0076,0.010937,0.0016
703,29.3,29.35,4.34,0,0.9934,-0.0066,0.009587,0.0014
704,29.05,29,4.09,0.01,0.9906,-0.0094,0.013268,0.0019
705,28.9,28.95,3.94,0.01,0.9884,-0.0116,0.016012,0.0023
706,28.85,28.75,3.9,0.01,0.9876,-0.0124,0.017027,0.0024
707,28.9,28.95,3.94,0.01,0.9884,-0.0116,0.016012,0.0023
708,28.95,29,3.99,0.01,0.9892,-0.0108,0.015048,0.0022
709,29.1,29.05,4.14,0.01,0.9913,-0.0087,0.012448,0.0018
710,29.1,29.15,4.14,0.01,0.9913,-0.0087,0.012448,0.0018
711,29.05,29.05,4.09,0.01,0.9906,-0.0094,0.013268,0.0019
712,29,29.05,4.04,0.01,0.9899,-0.0101,0.014134,0.002
713,29.05,29.1,4.09,0.01,0.9906,-0.0094,0.013268,0.0019
714,29,29.05,4.04,0.01,0.9899,-0.0101,0.014134,0.002
715,29.05,29.25,4.09,0.01,0.9906,-0.0094,0.013268,0.0019
716,28.9,28.95,3.94,0.01,0.9884,-0.0116,0.016012,0.0023
717,28.8,28.85,3.85,0.01,0.9867,-0.0133,0.018096,0.0026
718,28.85,28.9,3.9,0.01,0.9876,-0.0124,0.017027,0.0024
719,28.75,28.8,3.8,0.01,0.9858,-0.0142,0.019221,0.0027
720,28.9,28.95,3.94,0.01,0.9884,-0.0116,0.016012,0.0023
721,29,29.05,4.04,0.01,0.9899,-0.0101,0.014134,0.002
722,29.05,29.1,4.09,0.01,0.9906,-0.0094,0.013268,0.0019
723,29.1,29.15,4.14,0.01,0.9913,-0.0087,0.012448,0.0018
724,29.1,29.15,4.14,0.01,0.9913,-0.0087,0.012448,0.0018
725,28.95,29,3.99,0.01,0.9892,-0.0108,0.015048,0.0022
726,28.8,28.85,3.85,0.01,0.9867,-0.0133,0.018096,0.0026
727,28.75,28.8,3.8,0.01,0.9858,-0.0142,0.019221,0.0027
728,28.95,29,3.99,0.01,0.9892,-0.0108,0.015048,0.0022
